Time,SocketID,pktFlowWindow,pktCongestionWindow,pktFlightSize,msRTT,mbpsBandwidth,mbpsMaxBW,pktSent,pktSndLoss,pktSndDrop,pktRetrans,byteSent,byteSndDrop,mbpsSendRate,usPktSndPeriod,pktRecv,pktRcvLoss,pktRcvDrop,pktRcvRetrans,pktRcvBelated,byteRecv,byteRcvLoss,byteRcvDrop,mbpsRecvRate,RCVLATENCYms,pktSndFilterExtra,pktRcvFilterExtra,pktRcvFilterSupply,pktRcvFilterLoss
110577,596922532,8105,8192,15,17.765,791.412,1000,1002,0,0,0,1362720,0,8.28295,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
111899,596922532,8104,8192,12,17.719,2292.49,1000,1003,0,0,0,1364080,0,8.25292,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
113211,596922532,8104,8192,13,17.79,2251.61,1000,998,0,0,0,1357280,0,8.27262,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
114529,596922532,8105,8192,21,17.84,3506.64,1000,1001,0,0,0,1361360,0,8.26576,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
115839,596922532,8105,8192,14,17.75,2431.66,1000,997,0,0,0,1355920,0,8.27813,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
117162,596922532,8105,8192,13,17.762,3116.99,1000,1004,0,0,0,1365440,0,8.25869,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
118474,596922532,8104,8192,20,17.703,4160.8,1000,996,0,0,0,1354560,0,8.26245,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
119787,596922532,8104,8192,22,17.731,2327.35,1000,1000,0,0,0,1360000,0,8.28628,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
121102,596922532,8104,8192,18,17.727,2798.17,1000,1003,0,0,0,1364080,0,8.29608,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
122421,596922532,8104,8192,21,17.761,3318.6,1000,997,0,0,0,1355920,0,8.22446,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
123736,596922532,8104,8192,18,17.775,2711.56,1000,1004,0,0,0,1365440,0,8.3066,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
125051,596922532,8105,8192,20,17.677,2145.56,1000,994,0,0,0,1351840,0,8.22331,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
126365,596922532,8099,8192,19,17.665,1901.09,1000,1005,0,0,0,1366800,0,8.32056,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
127686,596922532,8104,8192,20,17.717,2734.38,1000,998,0,0,0,1357280,0,8.21828,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
129007,596922532,8104,8192,20,17.989,3006.19,1000,1003,0,0,0,1364080,0,8.26664,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
130316,596922532,8105,8192,20,17.797,4460.26,1000,995,0,0,0,1353200,0,8.26764,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
131629,596922532,8105,8192,22,17.742,3164.24,1000,999,0,0,0,1358640,0,8.27703,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
132945,596922532,8104,8192,20,18.461,3000.11,1000,999,0,0,0,1358640,0,8.25816,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
134268,596922532,8104,8192,20,17.778,2608.91,1000,1005,0,0,0,1366800,0,8.26572,10,0,0,0,0,0,0,0,0,0,120,0,0,0,0
