Time,SocketID,pktFlowWindow,pktCongestionWindow,pktFlightSize,msRTT,mbpsBandwidth,mbpsMaxBW,pktSent,pktSndLoss,pktSndDrop,pktRetrans,byteSent,byteSndDrop,mbpsSendRate,usPktSndPeriod,pktRecv,pktRcvLoss,pktRcvDrop,pktRcvRetrans,pktRcvBelated,byteRecv,byteRcvLoss,byteRcvDrop,mbpsRecvRate,RCVLATENCYms,pktSndFilterExtra,pktRcvFilterExtra,pktRcvFilterSupply,pktRcvFilterLoss
25605,496577882,7812,8192,39,43.015,1074.31,1000,999,0,0,0,1358640,0,8.25827,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
26918,496577882,7814,8192,32,43.343,528.648,1000,998,0,0,0,1357280,0,8.2703,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
28230,496577882,7813,8192,39,43.367,1185.48,1000,997,0,0,0,1355920,0,8.26695,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
29545,496577882,7814,8192,39,43.149,1129.92,1000,1006,0,0,0,1368160,0,8.32462,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
30867,496577882,7814,8192,40,44.393,872.256,1000,998,0,0,0,1357280,0,8.2122,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
32182,496577882,7813,8192,34,43.114,1180.22,1000,1001,0,0,0,1361360,0,8.28305,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
33498,496577882,7813,8192,33,43.106,1043.27,1000,999,0,0,0,1358640,0,8.25936,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
34815,496577882,7811,8192,39,46.155,1183.54,1000,1000,0,0,0,1360000,0,8.26048,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
36129,496577882,7813,8192,35,43.987,703.476,1000,1001,0,0,0,1361360,0,8.28922,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
37450,496577882,7814,8192,40,43.046,1314.22,1000,1001,0,0,0,1361360,0,8.24347,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
38764,496577882,7814,8192,40,43.199,1158.67,1000,998,0,0,0,1357280,0,8.26368,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
40080,496577882,7814,8192,40,44.776,1350.12,1000,1001,0,0,0,1361360,0,8.27505,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
41393,496577882,7812,8192,39,43.414,978.684,1000,997,0,0,0,1355920,0,8.262,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
42707,496577882,7811,8192,38,43.297,1279.98,1000,999,0,0,0,1358640,0,8.27107,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
44025,496577882,7810,8192,31,44.099,1319.02,1000,1001,0,0,0,1361360,0,8.26468,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
45337,496577882,7811,8192,38,43.34,1249.43,1000,997,0,0,0,1355920,0,8.26649,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
46661,496577882,7814,8192,39,43.836,731.58,1000,1006,0,0,0,1368160,0,8.2671,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
47972,496577882,7815,8192,40,43.108,995.376,1000,996,0,0,0,1354560,0,8.26545,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
49293,496577882,7811,8192,39,43.054,1213.97,1000,1004,0,0,0,1365440,0,8.26974,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
50602,496577882,7808,8192,30,47.631,672.3,1000,995,0,0,0,1353200,0,8.27067,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
51925,496577882,7818,8192,52,42.76,990.804,1000,1006,0,0,0,1368160,0,8.27305,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
53236,496577882,7811,8192,39,44.545,686.364,1000,995,0,0,0,1353200,0,8.25661,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
54555,496577882,7809,8192,39,43.761,1230.13,1000,1003,0,0,0,1364080,0,8.2734,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
55865,496577882,7812,8192,39,43.024,1037.88,1000,995,0,0,0,1353200,0,8.2636,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
57183,496577882,7814,8192,33,43.391,764.172,1000,1003,0,0,0,1364080,0,8.28114,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
58497,496577882,7814,8192,33,43.472,1188.18,1000,998,0,0,0,1357280,0,8.2633,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
59820,496577882,7815,8192,40,43.167,647.376,1000,1004,0,0,0,1365440,0,8.25566,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
61132,496577882,7815,8192,40,43.65,1226.51,1000,997,0,0,0,1355920,0,8.26767,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
62447,496577882,7816,8192,34,43.232,1347.44,1000,1001,0,0,0,1361360,0,8.28251,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
63767,496577882,7814,8192,40,43.378,1257.83,1000,1002,0,0,0,1362720,0,8.25838,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
65079,496577882,7807,8192,27,44.283,1324.46,1000,998,0,0,0,1357280,0,8.27697,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
66402,496577882,7812,8192,85,45.161,1204.99,1000,1004,0,0,0,1365440,0,8.25617,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
67718,496577882,7817,8192,41,43.238,1069.75,1000,1000,0,0,0,1360000,0,8.26695,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
69030,496577882,7815,8192,40,43.453,1011.65,1000,997,0,0,0,1355920,0,8.26771,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
70346,496577882,7811,8192,39,43.573,1223.59,1000,1000,0,0,0,1360000,0,8.2673,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
71659,496577882,7814,8192,40,43.302,1083.94,1000,998,0,0,0,1357280,0,8.27036,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
72973,496577882,7814,8192,40,43.468,1225.79,1000,1005,0,0,0,1366800,0,8.32268,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
74294,496577882,7814,8192,40,43.406,1203.78,1000,997,0,0,0,1355920,0,8.20948,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
75609,496577882,7814,8192,39,43.499,1170.44,1000,999,0,0,0,1358640,0,8.26615,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
76925,496577882,7813,8192,40,43.319,1186.6,1000,1000,0,0,0,1360000,0,8.26709,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
78239,496577882,7814,8192,33,43.118,1211.05,1000,999,0,0,0,1358640,0,8.27313,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
79553,496577882,7815,8192,41,43.514,1266.71,1000,998,0,0,0,1357280,0,8.26285,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
80869,496577882,7814,8192,41,43.054,1280.08,1000,1000,0,0,0,1360000,0,8.26721,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
82188,496577882,7813,8192,54,42.91,1211.69,1000,1003,0,0,0,1364080,0,8.27116,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
83503,496577882,7815,8192,40,43.241,1058.51,1000,999,0,0,0,1358640,0,8.26789,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
84822,496577882,7810,8192,39,43.573,797.796,1000,1002,0,0,0,1362720,0,8.26494,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
86134,496577882,7818,8192,35,44.56,1189.27,1000,999,0,0,0,1358640,0,8.28562,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
87453,496577882,7812,8192,39,44.566,1089.83,1000,1000,0,0,0,1360000,0,8.2474,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
88774,496577882,7814,8192,39,43.174,1100.09,1000,1004,0,0,0,1365440,0,8.2687,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
90088,496577882,7816,8192,32,44.905,820.632,1000,998,0,0,0,1357280,0,8.26488,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
91401,496577882,7814,8192,32,43.659,1024.57,1000,998,0,0,0,1357280,0,8.26978,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
92715,496577882,7811,8192,41,45.432,1295.8,1000,999,0,0,0,1358640,0,8.27039,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
94030,496577882,7811,8192,39,47.402,1090.12,1000,999,0,0,0,1358640,0,8.26576,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
95345,496577882,7814,8192,39,45.149,1256.62,1000,1006,0,0,0,1368160,0,8.32468,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
96663,496577882,7816,8192,40,45.34,1059.08,1000,995,0,0,0,1353200,0,8.21267,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
97979,496577882,7812,8192,36,43.243,1210.5,1000,1004,0,0,0,1365440,0,8.30162,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
99298,496577882,7811,8192,39,43.007,1045.51,1000,998,0,0,0,1357280,0,8.23088,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
100614,496577882,7810,8192,40,43.69,1048.36,1000,1000,0,0,0,1360000,0,8.26714,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
101930,496577882,7813,8192,39,42.943,1104.88,1000,1000,0,0,0,1360000,0,8.26763,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
103245,496577882,7812,8192,35,42.846,1252.19,1000,1002,0,0,0,1362720,0,8.29162,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
104566,496577882,7815,8192,40,43.216,1281.18,1000,1001,0,0,0,1361360,0,8.24342,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
105879,496577882,7815,8192,41,43.052,1037.5,1000,998,0,0,0,1357280,0,8.26988,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
107190,496577882,7813,8192,33,43.362,1155.96,1000,997,0,0,0,1355920,0,8.27503,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
108505,496577882,7812,8192,39,43.583,1161.48,1000,998,0,0,0,1357280,0,8.25624,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
109827,496577882,7814,8192,40,43.237,1382.86,1000,1005,0,0,0,1366800,0,8.27115,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
111138,496577882,7811,8192,37,43.52,1270.15,1000,996,0,0,0,1354560,0,8.26539,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
112462,496577882,7814,8192,40,43.066,1373.09,1000,1006,0,0,0,1368160,0,8.26721,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
113777,496577882,7813,8192,31,43.619,870.156,1000,999,0,0,0,1358640,0,8.26636,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
115089,496577882,7816,8192,41,43.514,1067.26,1000,997,0,0,0,1355920,0,8.26711,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
116404,496577882,7813,8192,32,43.505,1015.82,1000,1000,0,0,0,1360000,0,8.27449,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
117717,496577882,7813,8192,48,43.336,1499.35,1000,997,0,0,0,1355920,0,8.25935,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
119041,496577882,7815,8192,40,43.176,1748.29,1000,1006,0,0,0,1368160,0,8.268,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
120357,496577882,7813,8192,32,43.333,1171.04,1000,1000,0,0,0,1360000,0,8.26846,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
121669,496577882,7813,8192,39,43.709,1275.91,1000,997,0,0,0,1355920,0,8.26703,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
122984,496577882,7814,8192,40,43.063,1284.24,1000,999,0,0,0,1358640,0,8.26508,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
124298,496577882,7814,8192,49,45.139,1891.75,1000,999,0,0,0,1358640,0,8.27069,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
125622,496577882,7816,8192,32,43.374,1223.59,1000,1006,0,0,0,1368160,0,8.26861,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
126936,496577882,7814,8192,41,43.507,899.664,1000,999,0,0,0,1358640,0,8.27087,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
128250,496577882,7813,8192,32,43.42,991.152,1000,998,0,0,0,1357280,0,8.26465,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
129562,496577882,7813,8192,39,43.265,1310.53,1000,997,0,0,0,1355920,0,8.26625,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
130877,496577882,7815,8192,42,45.007,1093.97,1000,999,0,0,0,1358640,0,8.26604,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
132193,496577882,7814,8192,40,42.881,1002.78,1000,1000,0,0,0,1360000,0,8.26736,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
133514,496577882,7815,8192,32,43.283,2243.83,1000,1004,0,0,0,1365440,0,8.27026,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
134832,496577882,7811,8192,31,43.635,1146.82,1000,1001,0,0,0,1361360,0,8.26321,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
136144,496577882,7813,8192,39,43.387,1032.43,1000,997,0,0,0,1355920,0,8.26721,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
137466,496577882,7809,8192,77,86.567,1111.91,1000,1005,0,0,0,1366800,0,8.2706,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
138779,496577882,7936,8192,170,137.335,1194.72,1000,1002,4,0,4,1362720,0,8.3036,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
140094,496577882,7949,8192,247,112.735,1523.92,1000,1026,27,0,27,1395360,0,8.4855,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
141406,496577882,7974,8192,454,186.791,2177.44,1000,1023,28,0,26,1391280,0,8.48337,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
142725,496577882,8181,8192,769,423.801,1682.52,1000,1030,31,61,27,1400800,82960,8.49596,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
144044,496577882,8181,8192,768,1156.72,655.416,1000,1001,0,1002,0,1361360,1362720,8.26033,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
145362,496577882,8181,8192,776,1236.55,12.348,1000,1002,0,994,0,1362720,1351840,8.26767,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
146676,496577882,7824,8192,56,689.985,1315.73,1000,998,0,870,0,1357280,1183200,8.26676,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
147994,496577882,7818,8192,42,48.186,930.072,1000,1002,0,0,0,1362720,0,8.27118,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
149306,496577882,7810,8192,32,57.202,1240.18,1000,997,0,0,0,1355920,0,8.26893,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
150625,496577882,7809,8192,39,45.12,898.692,1000,1002,0,0,0,1362720,0,8.26446,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
151935,496577882,7817,8192,40,42.716,1123.12,1000,996,0,0,0,1354560,0,8.27152,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
153252,496577882,7814,8192,34,43.958,1197.26,1000,1002,0,0,0,1362720,0,8.27891,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
154572,496577882,7742,8192,31,42.821,1242.78,1000,1001,0,0,0,1361360,0,8.25064,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
155886,496577882,7744,8192,39,44.156,1123.57,1000,999,0,0,0,1358640,0,8.27102,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
157200,496577882,7746,8192,40,45.696,1245.97,1000,998,0,0,0,1357280,0,8.26354,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
158513,496577882,7791,8192,92,100.054,1204.54,1000,998,0,0,0,1357280,0,8.27055,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
159836,496577882,7749,8192,77,156.125,1414.04,1000,1007,2,0,2,1369520,0,8.28153,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
161147,496577882,7788,8192,325,139.564,1364.68,1000,1002,6,0,6,1362720,0,8.31662,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
162462,496577882,8078,8192,440,187.883,1266.34,1000,1012,14,0,12,1376320,0,8.37218,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
163780,496577882,8161,8192,690,397.553,1338.47,1000,1005,4,0,3,1366800,0,8.29259,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
165095,496577882,7742,8192,40,389.253,1313.81,1000,1003,1,659,1,1364080,896240,8.30187,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
166415,496577882,7750,8192,43,45.121,1563.58,1000,1000,0,0,0,1360000,0,8.24148,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
167728,496577882,7741,8192,47,43.526,1188.64,1000,998,0,0,0,1357280,0,8.26863,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
169048,496577882,7745,8192,57,43.849,1385.86,1000,1003,0,0,0,1364080,0,8.26579,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
170361,496577882,7745,8192,35,42.895,753.36,1000,1000,0,0,0,1360000,0,8.28964,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
171679,496577882,7745,8192,47,43.303,1223.05,1000,999,0,0,0,1358640,0,8.24439,10,0,0,0,0,0,0,0,0,0,500,0,0,0,0
666,496577879,7793,8192,38,47.6,12.072,1000,436,0,0,0,592960,0,7.11909,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
1980,496577879,7433,8192,40,42.482,1016.27,1000,999,0,0,0,1358640,0,8.27167,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
3300,496577879,7437,8192,40,43.986,228.072,1000,1003,0,0,0,1364080,0,8.26734,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
4621,496577879,7432,8192,38,42.576,802.524,1000,1003,0,0,0,1364080,0,8.26085,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
5931,496577879,7432,8192,40,43.886,1185.95,1000,996,0,0,0,1354560,0,8.2724,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
7249,496577879,7431,8192,39,42.627,934.572,1000,1001,0,0,0,1361360,0,8.26307,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
8566,496577879,7432,8192,37,44.181,682.656,1000,1001,0,0,0,1361360,0,8.26927,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
9881,496577879,7434,8192,48,42.638,809.232,1000,1000,0,0,0,1360000,0,8.2722,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
11198,496577879,7436,8192,40,42.934,1199.64,1000,1000,0,0,0,1360000,0,8.26262,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
12515,496577879,7433,8192,32,42.744,1534.7,1000,1001,0,0,0,1361360,0,8.27038,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
13830,496577879,7432,8192,30,43.434,1304.82,1000,999,0,0,0,1358640,0,8.26555,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
15144,496577879,7434,8192,40,42.406,1290.12,1000,999,0,0,0,1358640,0,8.27084,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
16458,496577879,7434,8192,39,42.831,1267.26,1000,998,0,0,0,1357280,0,8.26387,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
17771,496577879,7433,8192,38,42.426,1501.14,1000,998,0,0,0,1357280,0,8.26941,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
19088,496577879,7432,8192,32,42.531,631.02,1000,1001,0,0,0,1361360,0,8.27058,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
20405,496577879,7433,8192,39,42.603,410.976,1000,1006,0,0,0,1368160,0,8.31088,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
21727,496577879,7431,8192,46,42.672,72.36,1000,999,0,0,0,1358640,0,8.21928,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
23044,496577879,7432,8192,32,42.964,1403.04,1000,1001,0,0,0,1361360,0,8.27177,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
24360,496577879,7430,8192,31,42.768,1295.8,1000,1000,0,0,0,1360000,0,8.26721,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
25674,496577879,7431,8192,38,42.485,1499.54,1000,998,0,0,0,1357280,0,8.26265,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
26991,496577879,7431,8192,37,46.667,976.608,1000,1001,0,0,0,1361360,0,8.26939,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
28305,496577879,7433,8192,31,43.01,1373.54,1000,999,0,0,0,1358640,0,8.27269,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
29618,496577879,7438,8192,39,42.363,860.052,1000,997,0,0,0,1355920,0,8.26072,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
30933,496577879,7435,8192,36,42.444,1122.05,1000,1004,0,0,0,1365440,0,8.30803,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
32255,496577879,7432,8192,39,43.814,1161.77,1000,1000,0,0,0,1360000,0,8.2287,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
33568,496577879,7429,8192,102,42.653,1103.66,1000,998,0,0,0,1357280,0,8.26665,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
34880,496577879,7436,8192,71,42.562,1270.68,1000,996,0,0,0,1354560,0,8.26412,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
36195,496577879,7432,8192,39,47.512,1072.16,1000,1000,0,0,0,1360000,0,8.27225,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
1864,496577870,7432,8192,39,41.762,647.172,1000,957,0,0,0,1301520,0,5.58548,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
3178,496577870,7433,8192,39,42.715,1291.85,1000,998,0,0,0,1357280,0,8.26344,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
4489,496577870,7431,8192,33,42.508,1403.33,1000,998,0,0,0,1357280,0,8.2834,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
5810,496577870,7432,8192,39,42.268,1293.12,1000,1002,0,0,0,1362720,0,8.25159,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
7122,496577870,7431,8192,32,41.845,588.996,1000,998,0,0,0,1357280,0,8.27713,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
8446,496577870,7432,8192,38,43.15,1407.6,1000,1005,0,0,0,1366800,0,8.25767,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
9757,496577870,7435,8192,30,42.133,1186.18,1000,997,0,0,0,1355920,0,8.26893,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
11069,496577870,7433,8192,105,41.728,739.176,1000,997,0,0,0,1355920,0,8.26963,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
12390,496577870,7430,8192,39,42.12,1458.56,1000,1003,0,0,0,1364080,0,8.26426,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
13710,496577870,7434,8192,39,41.769,551.82,1000,1003,0,0,0,1364080,0,8.26727,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
15022,496577870,7434,8192,32,42.404,1320.1,1000,997,0,0,0,1355920,0,8.26848,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
16336,496577870,7431,8192,41,44.287,835.104,1000,999,0,0,0,1358640,0,8.27003,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
17654,496577870,7433,8192,38,41.572,876.804,1000,1001,0,0,0,1361360,0,8.26366,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
18968,496577870,7432,8192,35,41.462,1499.53,1000,1003,0,0,0,1364080,0,8.30008,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
20288,496577870,7437,8192,41,41.591,522.492,1000,999,0,0,0,1358640,0,8.23954,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
21606,496577870,7431,8192,38,41.531,1390.16,1000,1001,0,0,0,1361360,0,8.26292,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
22916,496577870,7434,8192,32,42.13,1079.95,1000,1000,0,0,0,1360000,0,8.30024,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
24236,496577870,7435,8192,38,41.562,916.956,1000,998,0,0,0,1357280,0,8.23132,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
